,0,1,2
39,0.0030004306966393978,0.03614818435846978,0.02481097337569791
41,2.3123757120266992e-20,0.016312123595911377,0.024071172507233292
42,0.002785551389643592,0.013159865299674998,0.03285867746378582
45,0.00031771576000999633,0.04128154569464401,0.01417860947655887
48,3.4382888901859916e-16,0.04359844324166665,0.007542642481375187
49,0.0060604964560424185,0.01994610592008638,0.025343420529788684
50,0.008995467390471055,1.5742968098278106e-20,0.12891851406300175
51,0.0003963005925256757,0.009091014310887617,0.05973945951488364
54,0.028242223549897028,0.02540459980296378,0.01761472255542543
55,0.02240230049773377,1.5742968098278106e-20,0.10175988849829794
56,2.3123757120266992e-20,0.00635554307241644,0.051735659043767576
57,0.00261081811522101,0.042492419287707445,0.015974914658345447
58,0.0036480353850590562,0.006621828675344004,0.007630844575245706
59,0.009676803912700505,0.009244924579091065,0.011050262105236736
60,0.04340817791605203,0.11161566173325468,4.11733906790061e-06
61,0.062328346589765764,0.12061580134172918,3.0336753470096776e-21
62,0.0007062936681003325,0.048284878960840515,0.016055606053154883
63,2.3123757120266992e-20,0.032907852251247524,0.0426914454692536
64,0.009048207156205117,0.0750294881195614,0.001218052756551184
65,0.003240827247512323,0.07296422331841527,0.04752466198484344
66,0.010443027253720401,0.015063166516972414,0.022194442766007468
67,0.001914893115085805,0.026535832947899896,0.05361103963978343
68,0.0010396212994928467,0.02125314892613146,0.013245043557763474
69,0.3250459286907099,1.5742968098278106e-20,0.00047314017736668225
70,0.3658095449245988,0.0040270806109469065,1.5434605279799436e-08
71,0.01246348421108051,0.013462452529874738,0.009872707991148803
72,0.023363668663366276,0.014667512991733633,0.013573106223035676
73,0.043797301201827746,0.01030254416627033,0.0031483622554288717
74,0.002434510456406901,1.5742968098278106e-20,0.12176537033315908
75,0.0009553245979217734,0.031141672234867752,0.02495590690211846
76,0.002748498047680375,0.04620977468658932,0.019588223073193578
77,2.3123757120266992e-20,0.034894920945055634,0.080169703574617
82,0.002930942320719354,0.05009514162284679,0.006039991763197092
90,0.0001489941988441212,0.0010305861148592714,0.0004446344761233378
91,3.626469496565848e-05,0.0002416621420399579,0.0001946673809368471
